split	image_name	label_file	line_no	class_id	class_name	x_center	y_center	width	height	issue_type	action	reviewer	note	class_label	duplicate	dataset_action	x_center_clean	y_center_clean	width_clean	height_clean
train	Healthy (347)	Healthy (347).txt	1	2	Healthy	0.867533	0.470247	0.264933	0.385964	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.867533	0.470247	0.264933	0.385964
train	Healthy (347)	Healthy (347).txt	2	2	Healthy	0.473079	0.594809	0.622222	0.550877	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.473079	0.594809	0.622222	0.550877
train	Healthy (349)	Healthy (349).txt	1	2	Healthy	0.461382	0.600072	0.617543	0.610525	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.461382	0.600072	0.617543	0.610525
train	Healthy (35)	Healthy (35).txt	1	2	Healthy	0.597056	0.558844	0.650292	0.664911	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.597056	0.558844	0.650292	0.664911
train	Healthy (351)	Healthy (351).txt	1	2	Healthy	0.46606	0.615862	0.748539	0.638598	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.46606	0.615862	0.748539	0.638598
train	Healthy (352)	Healthy (352).txt	1	2	Healthy	0.494132	0.564107	0.832749	0.840349	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.494132	0.564107	0.832749	0.840349
train	Healthy (353)	Healthy (353).txt	1	2	Healthy	0.697639	0.11937	0.201169	0.203509	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.697639	0.11937	0.201169	0.203509
train	Healthy (353)	Healthy (353).txt	2	2	Healthy	0.147933	0.495686	0.168423	0.159648	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.147933	0.495686	0.168423	0.159648
train	Healthy (353)	Healthy (353).txt	3	2	Healthy	0.906997	0.065862	0.1193	0.114036	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.906997	0.065862	0.1193	0.114036
train	Healthy (353)	Healthy (353).txt	4	2	Healthy	0.490622	0.623757	0.615203	0.577192	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.490622	0.623757	0.615203	0.577192
train	Healthy (354)	Healthy (354).txt	1	2	Healthy	0.442669	0.608843	0.617543	0.659648	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.442669	0.608843	0.617543	0.659648
train	Healthy (355)	Healthy (355).txt	1	2	Healthy	0.433313	0.627266	0.598831	0.61579	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.433313	0.627266	0.598831	0.61579
train	Healthy (356)	Healthy (356).txt	1	2	Healthy	0.435651	0.536037	0.63158	0.7	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.435651	0.536037	0.63158	0.7
train	Healthy (357)	Healthy (357).txt	1	2	Healthy	0.353498	0.574633	0.706997	0.64737	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.353498	0.574633	0.706997	0.64737
train	Healthy (36)	Healthy (36).txt	1	2	Healthy	0.514015	0.602703	0.516959	0.538596	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.514015	0.602703	0.516959	0.538596
train	Healthy (360)	Healthy (360).txt	1	2	Healthy	0.833313	0.538318	0.191811	0.24842	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.833313	0.538318	0.191811	0.24842
train	Healthy (360)	Healthy (360).txt	2	2	Healthy	0.503488	0.630774	0.608186	0.640349	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.503488	0.630774	0.608186	0.640349
train	Healthy (361)	Healthy (361).txt	1	2	Healthy	0.50576	0.578524	0.594758	0.597134	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.50576	0.578524	0.594758	0.597134
train	Healthy (362)	Healthy (362).txt	1	2	Healthy	0.415768	0.517266	0.671345	0.63158	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.415768	0.517266	0.671345	0.63158
train	Healthy (363)	Healthy (363).txt	1	2	Healthy	0.435652	0.521651	0.481872	0.53158	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.435652	0.521651	0.481872	0.53158
train	Healthy (363)	Healthy (363).txt	2	2	Healthy	0.515625	0.917101	0.598958	0.165799	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.515625	0.917101	0.598958	0.165799
train	Healthy (364)	Healthy (364).txt	1	2	Healthy	0.408565	0.582465	0.679977	0.659722	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.408565	0.582465	0.679977	0.659722
train	Healthy (364)	Healthy (364).txt	2	2	Healthy	0.856916	0.717448	0.286169	0.565104	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.856916	0.717448	0.286169	0.565104
train	Healthy (365)	Healthy (365).txt	1	2	Healthy	0.496817	0.607422	0.752315	0.731337	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.496817	0.607422	0.752315	0.731337
train	Healthy (367)	Healthy (367).txt	1	2	Healthy	0.414352	0.597656	0.633681	0.594618	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.414352	0.597656	0.633681	0.594618
train	Healthy (368)	Healthy (368).txt	1	2	Healthy	0.347801	0.267795	0.454282	0.425347	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.347801	0.267795	0.454282	0.425347
train	Healthy (368)	Healthy (368).txt	2	2	Healthy	0.525752	0.608507	0.694444	0.729167	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.525752	0.608507	0.694444	0.729167
train	Healthy (369)	Healthy (369).txt	1	2	Healthy	0.716725	0.881293	0.532407	0.237413	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.716725	0.881293	0.532407	0.237413
train	Healthy (369)	Healthy (369).txt	2	2	Healthy	0.501157	0.64974	0.784144	0.690104	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.501157	0.64974	0.784144	0.690104
train	Healthy (37)	Healthy (37).txt	1	2	Healthy	0.343461	0.595486	0.607639	0.598958	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.343461	0.595486	0.607639	0.598958
train	Healthy (370)	Healthy (370).txt	1	2	Healthy	0.518519	0.567274	0.390625	0.3125	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.518519	0.567274	0.390625	0.3125
train	Healthy (371)	Healthy (371).txt	1	2	Healthy	0.424479	0.599826	0.78125	0.711806	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.424479	0.599826	0.78125	0.711806
train	Healthy (371)	Healthy (371).txt	2	2	Healthy	0.22526	0.159939	0.450521	0.319878	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.22526	0.159939	0.450521	0.319878
train	Healthy (372)	Healthy (372).txt	1	2	Healthy	0.498264	0.565104	0.737847	0.768229	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.498264	0.565104	0.737847	0.768229
train	Healthy (373)	Healthy (373).txt	1	2	Healthy	0.579282	0.607422	0.679977	0.78342	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.579282	0.607422	0.679977	0.78342
train	Healthy (374)	Healthy (374).txt	1	2	Healthy	0.427373	0.475043	0.810185	0.718316	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.427373	0.475043	0.810185	0.718316
train	Healthy (375)	Healthy (375).txt	1	2	Healthy	0.478009	0.554253	0.685764	0.638021	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.478009	0.554253	0.685764	0.638021
train	Healthy (376)	Healthy (376).txt	1	2	Healthy	0.48669	0.575955	0.656829	0.724826	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.48669	0.575955	0.656829	0.724826
train	Healthy (377)	Healthy (377).txt	1	2	Healthy	0.457755	0.615017	0.604745	0.62066	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.457755	0.615017	0.604745	0.62066
train	Healthy (378)	Healthy (378).txt	1	2	Healthy	0.496817	0.553168	0.694444	0.809462	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.496817	0.553168	0.694444	0.809462
train	Healthy (379)	Healthy (379).txt	1	2	Healthy	0.476562	0.613932	0.653935	0.683594	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.476562	0.613932	0.653935	0.683594
train	Healthy (38)	Healthy (38).txt	1	2	Healthy	0.470775	0.611762	0.56713	0.562066	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.470775	0.611762	0.56713	0.562066
train	Healthy (38)	Healthy (38).txt	2	2	Healthy	0.48235	0.215278	0.439815	0.430556	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.48235	0.215278	0.439815	0.430556
train	Healthy (38)	Healthy (38).txt	3	2	Healthy	0.644387	0.683377	0.341435	0.401476	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.644387	0.683377	0.341435	0.401476
train	Healthy (380)	Healthy (380).txt	1	2	Healthy	0.449074	0.647569	0.662616	0.651042	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.449074	0.647569	0.662616	0.651042
train	Healthy (381)	Healthy (381).txt	1	2	Healthy	0.449074	0.564019	0.523727	0.62717	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.449074	0.564019	0.523727	0.62717
train	Healthy (383)	Healthy (383).txt	1	2	Healthy	0.463542	0.633464	0.627894	0.609809	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.463542	0.633464	0.627894	0.609809
train	Healthy (384)	Healthy (384).txt	1	2	Healthy	0.499711	0.575955	0.752315	0.681424	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.499711	0.575955	0.752315	0.681424
train	Healthy (385)	Healthy (385).txt	1	2	Healthy	0.543113	0.548828	0.798611	0.705295	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.543113	0.548828	0.798611	0.705295
train	Healthy (385)	Healthy (385).txt	2	2	Healthy	0.194878	0.883464	0.389757	0.233073	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.194878	0.883464	0.389757	0.233073
train	Healthy (385)	Healthy (385).txt	3	2	Healthy	0.606771	0.876953	0.439815	0.246094	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.606771	0.876953	0.439815	0.246094
train	Healthy (386)	Healthy (386).txt	1	2	Healthy	0.462095	0.608507	0.763889	0.642361	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.462095	0.608507	0.763889	0.642361
train	Healthy (386)	Healthy (386).txt	2	2	Healthy	0.878617	0.682292	0.242766	0.633681	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.878617	0.682292	0.242766	0.633681
train	Healthy (390)	Healthy (390).txt	1	2	Healthy	0.466435	0.608507	0.685764	0.685764	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.466435	0.608507	0.685764	0.685764
train	Healthy (391)	Healthy (391).txt	1	2	Healthy	0.430266	0.58138	0.746528	0.709635	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.430266	0.58138	0.746528	0.709635
train	Healthy (391)	Healthy (391).txt	2	2	Healthy	0.191985	0.392578	0.38397	0.436198	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.191985	0.392578	0.38397	0.436198
train	Healthy (391)	Healthy (391).txt	3	2	Healthy	0.150029	0.121962	0.300058	0.243924	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.150029	0.121962	0.300058	0.243924
train	Healthy (392)	Healthy (392).txt	1	2	Healthy	0.893084	0.950738	0.213831	0.098524	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.893084	0.950738	0.213831	0.098524
train	Healthy (392)	Healthy (392).txt	2	2	Healthy	0.732494	0.800998	0.535012	0.398003	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.732494	0.800998	0.535012	0.398003
train	Healthy (392)	Healthy (392).txt	3	2	Healthy	0.399884	0.628038	0.691551	0.598958	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.399884	0.628038	0.691551	0.598958
train	Healthy (393)	Healthy (393).txt	1	2	Healthy	0.444734	0.556424	0.694444	0.729167	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.444734	0.556424	0.694444	0.729167
train	Healthy (394)	Healthy (394).txt	1	2	Healthy	0.469329	0.578125	0.679977	0.633681	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.469329	0.578125	0.679977	0.633681
train	Healthy (395)	Healthy (395).txt	1	2	Healthy	0.4375	0.637804	0.552662	0.648872	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.4375	0.637804	0.552662	0.648872
train	Healthy (396)	Healthy (396).txt	1	2	Healthy	0.504051	0.561849	0.766782	0.770399	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.504051	0.561849	0.766782	0.770399
train	Healthy (397)	Healthy (397).txt	1	2	Healthy	0.509838	0.552083	0.564236	0.503472	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.509838	0.552083	0.564236	0.503472
train	Healthy (397)	Healthy (397).txt	2	2	Healthy	0.4375	0.159288	0.26331	0.247396	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.4375	0.159288	0.26331	0.247396
train	Healthy (398)	Healthy (398).txt	1	2	Healthy	0.534776	0.487594	0.616862	0.975188	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.534776	0.487594	0.616862	0.975188
train	Healthy (4)	Healthy (4).txt	1	2	Healthy	0.476562	0.600911	0.596065	0.562066	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.476562	0.600911	0.596065	0.562066
train	Healthy (40)	Healthy (40).txt	1	2	Healthy	0.228154	0.121962	0.456308	0.243924	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.228154	0.121962	0.456308	0.243924
train	Healthy (40)	Healthy (40).txt	2	2	Healthy	0.480903	0.531467	0.552662	0.63151	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.480903	0.531467	0.552662	0.63151
train	Healthy (40)	Healthy (40).txt	3	2	Healthy	0.152922	0.357856	0.305845	0.692274	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.152922	0.357856	0.305845	0.692274
train	Healthy (400)	Healthy (400).txt	1	2	Healthy	0.502604	0.491319	0.625	0.703125	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.502604	0.491319	0.625	0.703125
train	Healthy (401)	Healthy (401).txt	1	2	Healthy	0.600984	0.561849	0.677083	0.718316	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.600984	0.561849	0.677083	0.718316
train	Healthy (403)	Healthy (403).txt	1	2	Healthy	0.530917	0.619148	0.60032	0.651423	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.530917	0.619148	0.60032	0.651423
train	Healthy (404)	Healthy (404).txt	1	2	Healthy	0.506944	0.592231	0.645255	0.62283	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.506944	0.592231	0.645255	0.62283
train	Healthy (405)	Healthy (405).txt	1	2	Healthy	0.554688	0.582465	0.688657	0.746528	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.554688	0.582465	0.688657	0.746528
train	Healthy (406)	Healthy (406).txt	1	2	Healthy	0.553241	0.621528	0.662616	0.646701	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.553241	0.621528	0.662616	0.646701
train	Healthy (407)	Healthy (407).txt	1	2	Healthy	0.505498	0.527127	0.578704	0.479601	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.505498	0.527127	0.578704	0.479601
train	Healthy (408)	Healthy (408).txt	1	2	Healthy	0.467882	0.637804	0.677083	0.605469	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.467882	0.637804	0.677083	0.605469
train	Healthy (409)	Healthy (409).txt	1	2	Healthy	0.672498	0.853027	0.442749	0.293945	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.672498	0.853027	0.442749	0.293945
train	Healthy (409)	Healthy (409).txt	2	2	Healthy	0.186634	0.280679	0.373268	0.561359	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.186634	0.280679	0.373268	0.561359
train	Healthy (409)	Healthy (409).txt	3	2	Healthy	0.494399	0.553705	0.669793	0.704486	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.494399	0.553705	0.669793	0.704486
train	Healthy (409)	Healthy (409).txt	4	2	Healthy	0.921773	0.76735	0.156453	0.4653	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.921773	0.76735	0.156453	0.4653
train	Healthy (410)	Healthy (410).txt	1	2	Healthy	0.133713	0.671099	0.267425	0.579267	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.133713	0.671099	0.267425	0.579267
train	Healthy (410)	Healthy (410).txt	2	2	Healthy	0.49568	0.571121	0.661002	0.857759	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.49568	0.571121	0.661002	0.857759
train	Healthy (410)	Healthy (410).txt	3	2	Healthy	0.741719	0.181573	0.516561	0.363147	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.741719	0.181573	0.516561	0.363147
train	Healthy (411)	Healthy (411).txt	1	2	Healthy	0.510081	0.550108	0.571717	0.671336	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.510081	0.550108	0.571717	0.671336
train	Healthy (411)	Healthy (411).txt	2	2	Healthy	0.240999	0.875539	0.481999	0.248922	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.240999	0.875539	0.481999	0.248922
train	Healthy (412)	Healthy (412).txt	1	2	Healthy	0.713242	0.631885	0.49086	0.484992	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.713242	0.631885	0.49086	0.484992
train	Healthy (412)	Healthy (412).txt	2	2	Healthy	0.694196	0.248922	0.611607	0.497845	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.694196	0.248922	0.611607	0.497845
train	Healthy (412)	Healthy (412).txt	3	2	Healthy	0.956112	0.513007	0.087775	0.427331	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.956112	0.513007	0.087775	0.427331
train	Healthy (413)	Healthy (413).txt	1	2	Healthy	0.156826	0.511638	0.313652	0.56681	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.156826	0.511638	0.313652	0.56681
train	Healthy (413)	Healthy (413).txt	2	2	Healthy	0.538538	0.513007	0.732595	0.831753	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.538538	0.513007	0.732595	0.831753
train	Healthy (413)	Healthy (413).txt	3	2	Healthy	0.869888	0.288147	0.260225	0.576293	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.869888	0.288147	0.260225	0.576293
train	Healthy (413)	Healthy (413).txt	4	2	Healthy	0.523834	0.128664	0.601815	0.257328	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.523834	0.128664	0.601815	0.257328
train	Healthy (414)	Healthy (414).txt	1	2	Healthy	0.415827	0.544504	0.627736	0.811422	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.415827	0.544504	0.627736	0.811422
train	Healthy (415)	Healthy (415).txt	1	2	Healthy	0.456988	0.546727	0.719826	0.804957	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.456988	0.546727	0.719826	0.804957
train	Healthy (417)	Healthy (417).txt	1	2	Healthy	0.428971	0.602224	0.566091	0.706897	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.428971	0.602224	0.566091	0.706897
train	Healthy (418)	Healthy (418).txt	1	2	Healthy	0.918194	0.379164	0.125	0.125	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.918194	0.379164	0.125	0.125
train	Healthy (418)	Healthy (418).txt	2	2	Healthy	0.566902	0.614616	0.560344	0.507543	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.566902	0.614616	0.560344	0.507543
train	Healthy (419)	Healthy (419).txt	1	2	Healthy	0.367908	0.57259	0.650862	0.557112	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.367908	0.57259	0.650862	0.557112
train	Healthy (419)	Healthy (419).txt	2	2	Healthy	0.873655	0.513322	0.191094	0.16056	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.873655	0.513322	0.191094	0.16056
train	Healthy (42)	Healthy (42).txt	1	2	Healthy	0.475666	0.620077	0.599138	0.759846	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.475666	0.620077	0.599138	0.759846
train	Healthy (420)	Healthy (420).txt	1	2	Healthy	0.472075	0.538108	0.597703	0.546337	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.472075	0.538108	0.597703	0.546337
train	Healthy (421)	Healthy (421).txt	1	2	Healthy	0.499374	0.558582	0.804598	0.764008	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.499374	0.558582	0.804598	0.764008
train	Healthy (422)	Healthy (422).txt	1	2	Healthy	0.107445	0.73484	0.21489	0.530319	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.107445	0.73484	0.21489	0.530319
train	Healthy (422)	Healthy (422).txt	2	2	Healthy	0.479258	0.516017	0.752873	0.765085	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.479258	0.516017	0.752873	0.765085
train	Healthy (423)	Healthy (423).txt	1	2	Healthy	0.341328	0.578518	0.603449	0.586207	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.341328	0.578518	0.603449	0.586207
train	Healthy (423)	Healthy (423).txt	2	2	Healthy	0.252966	0.899638	0.176725	0.146554	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.252966	0.899638	0.176725	0.146554
train	Healthy (423)	Healthy (423).txt	3	2	Healthy	0.111037	0.093676	0.222075	0.187352	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.111037	0.093676	0.222075	0.187352
train	Healthy (424)	Healthy (424).txt	1	2	Healthy	0.492907	0.561814	0.685344	0.66056	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.492907	0.561814	0.685344	0.66056
train	Healthy (426)	Healthy (426).txt	1	2	Healthy	0.399517	0.554272	0.397986	0.423492	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.399517	0.554272	0.397986	0.423492
train	Healthy (426)	Healthy (426).txt	2	2	Healthy	0.125091	0.193818	0.219829	0.213362	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.125091	0.193818	0.219829	0.213362
train	Healthy (427)	Healthy (427).txt	1	2	Healthy	0.52308	0.545112	0.653736	0.568965	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.52308	0.545112	0.653736	0.568965
train	Healthy (427)	Healthy (427).txt	2	2	Healthy	0.283856	0.330133	0.459771	0.434269	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.283856	0.330133	0.459771	0.434269
train	Healthy (427)	Healthy (427).txt	3	2	Healthy	0.732445	0.200358	0.53511	0.400716	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.732445	0.200358	0.53511	0.400716
train	Healthy (428)	Healthy (428).txt	1	2	Healthy	0.40239	0.549961	0.719826	0.77694	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.40239	0.549961	0.719826	0.77694
train	Healthy (428)	Healthy (428).txt	2	2	Healthy	0.44262	0.108151	0.262931	0.195043	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.44262	0.108151	0.262931	0.195043
train	Healthy (428)	Healthy (428).txt	3	2	Healthy	0.193339	0.233151	0.301725	0.22737	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.193339	0.233151	0.301725	0.22737
train	Healthy (429)	Healthy (429).txt	1	2	Healthy	0.22854	0.522483	0.331895	0.394397	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.22854	0.522483	0.331895	0.394397
train	Healthy (429)	Healthy (429).txt	2	1	Anthracnose	0.620781	0.326362	0.369253	0.368535	class_wrong	drop	πŒøµ¡ÿ	ºˆ¡§ øœ∑·	Disease	0	include	0.620781	0.326362	0.369253	0.368535
train	Healthy (429)	Healthy (429).txt	3	2	Healthy	0.512305	0.641018	0.540229	0.519397	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.512305	0.641018	0.540229	0.519397
train	Healthy (43)	Healthy (43).txt	1	2	Healthy	0.778827	0.526253	0.352011	0.514008	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.778827	0.526253	0.352011	0.514008
train	Healthy (43)	Healthy (43).txt	2	2	Healthy	0.510867	0.610844	0.517242	0.631467	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.510867	0.610844	0.517242	0.631467
train	Healthy (430)	Healthy (430).txt	1	2	Healthy	0.510149	0.629702	0.673851	0.692888	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.510149	0.629702	0.673851	0.692888
train	Healthy (431)	Healthy (431).txt	1	2	Healthy	0.462488	0.481522	0.481682	0.827587	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.462488	0.481522	0.481682	0.827587
train	Healthy (432)	Healthy (432).txt	1	2	Healthy	0.404306	0.753125	0.581653	0.454957	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.404306	0.753125	0.581653	0.454957
train	Healthy (432)	Healthy (432).txt	2	2	Healthy	0.685124	0.937392	0.181308	0.125216	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.685124	0.937392	0.181308	0.125216
train	Healthy (432)	Healthy (432).txt	3	2	Healthy	0.545507	0.961638	0.14977	0.076724	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.545507	0.961638	0.14977	0.076724
train	Healthy (433)	Healthy (433).txt	1	2	Healthy	0.508713	0.804849	0.37284	0.390302	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.508713	0.804849	0.37284	0.390302
train	Healthy (434)	Healthy (434).txt	1	2	Healthy	0.437593	0.576436	0.781609	0.847129	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.437593	0.576436	0.781609	0.847129
train	Healthy (437)	Healthy (437).txt	1	2	Healthy	0.492908	0.587677	0.639369	0.557112	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.492908	0.587677	0.639369	0.557112
train	Healthy (44)	Healthy (44).txt	1	2	Healthy	0.43831	0.65718	0.409485	0.482758	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.43831	0.65718	0.409485	0.482758
train	Healthy (45)	Healthy (45).txt	1	2	Healthy	0.447649	0.538646	0.747127	0.782326	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.447649	0.538646	0.747127	0.782326
train	Healthy (46)	Healthy (46).txt	1	2	Healthy	0.451959	0.622159	0.597703	0.746766	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.451959	0.622159	0.597703	0.746766
train	Healthy (48)	Healthy (48).txt	1	2	Healthy	0.502245	0.581749	0.557471	0.62069	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.502245	0.581749	0.557471	0.62069
train	Healthy (49)	Healthy (49).txt	1	2	Healthy	0.50512	0.57259	0.540229	0.580818	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.50512	0.57259	0.540229	0.580818
train	Healthy (49)	Healthy (49).txt	2	2	Healthy	0.671069	0.704056	0.346264	0.354527	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.671069	0.704056	0.346264	0.354527
train	Healthy (5)	Healthy (5).txt	1	2	Healthy	0.281701	0.766556	0.354884	0.34806	ambiguous	hold	πŒøµ¡ÿ		Healthy	0	include	0.281701	0.766556	0.354884	0.34806
train	Healthy (5)	Healthy (5).txt	2	2	Healthy	0.481412	0.633473	0.541667	0.592671	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.481412	0.633473	0.541667	0.592671
train	Healthy (52)	Healthy (52).txt	1	2	Healthy	0.517332	0.58175	0.613507	0.579742	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.517332	0.58175	0.613507	0.579742
train	Healthy (54)	Healthy (54).txt	1	2	Healthy	0.540321	0.590908	0.527297	0.677802	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.540321	0.590908	0.527297	0.677802
train	Healthy (55)	Healthy (55).txt	1	2	Healthy	0.441902	0.604918	0.540229	0.621766	none	keep	πŒøµ¡ÿ		Healthy	0	include	0.441902	0.604918	0.540229	0.621766
